,brand,device_name,model,color,ram,rom,is_5g,processor_brand,processor,display_size,frontcamera,backcamera,battery,price,ratings
0,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
1,Samsung,Samsung Galaxy F05 , Galaxy F05 ,Twilight Blue,4,64,False,Mediatek,Mediatek Helio G85 ,6.74 , 8MP ,50MP + 2MP ,5000,6499,29063
2,Motorola,Motorola g45 5G , g45 5G ,Viva Magenta,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.5 , 16MP ,50MP + 2MP ,5000,11999,91608
3,Motorola,Motorola g45 5G , g45 5G ,Brilliant Blue,4,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.5 , 16MP ,50MP + 2MP ,5000,9999,24083
4,Motorola,Motorola g45 5G , g45 5G ,Brilliant Green,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.5 , 16MP ,50MP + 2MP ,5000,11999,91608
5,Poco,Poco C61 , C61 ,Diamond Dust Black,4,64,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,5999,70039
6,Motorola,Motorola g05 , g05 ,Forest Green,4,64,False,Mediatek,Mediatek Helio G81 ,6.67 , 8MP ,50MP Rear Camera ,5200,6999,2783
7,Samsung,Samsung Galaxy A05 , Galaxy A05 ,Light Green,6,128,False,Mediatek,Mediatek Helio G85 ,6.74 , 8MP ,50MP + 2MP ,5000,8450,141
8,Motorola,Motorola g45 5G , g45 5G ,Viva Magenta,4,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.5 , 16MP ,50MP + 2MP ,5000,9999,24083
9,Poco,Poco C61  - Locked with Airtel Prepaid , C61  - Locked with Airtel Prepaid ,Diamond Dust Black,4,64,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,5499,70039
10,Motorola,Motorola g05 , g05 ,Plum Red,4,64,False,Mediatek,Mediatek Helio G81 ,6.67 , 8MP ,50MP Rear Camera ,5200,6999,2783
11,Motorola,Motorola g45 5G , g45 5G ,Brilliant Blue,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.5 , 16MP ,50MP + 2MP ,5000,11999,91608
12,Poco,Poco C61 , C61 ,Ethereal Blue,4,64,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,5999,70039
14,Redmi,Redmi 13 5G , 13 5G ,Orchid Pink,6,128,True,Snapdragon,Snapdragon 4 Gen 2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,12499,21179
15,Poco,Poco M6 5G , M6 5G ,Polaris Green,4,64,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,7749,130614
17,Motorola,Motorola Edge 50 Fusion , Edge 50 Fusion ,Marshmallow Blue,8,128,False,Snapdragon,Snapdragon 7s Gen 2 ,6.7 , 32MP ,50MP + 13MP ,5000,21999,94107
19,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Sleek Black,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,10999,10270
21,Realme,Realme C61 , C61 ,Marble Black,6,128,False,Unisoc,Unisoc T612 ,6.745 , 5MP ,32MP Rear Camera ,5000,8199,8698
22,Poco,Poco M6 5G , M6 5G ,Galactic Black,4,64,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,7749,130614
23,Motorola,Motorola g45 5G , g45 5G ,Brilliant Green,4,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.5 , 16MP ,50MP + 2MP ,5000,9999,24083
24,Oppo,Oppo K12x 5G with 45W SUPERVOOC Charger In-The-Box , K12x 5G with 45W SUPERVOOC Charger In-The-Box ,Breeze Blue,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,32MP + 2MP ,5100,12999,124863
25,Motorola,Motorola Edge 50 Fusion , Edge 50 Fusion ,Marshmallow Blue,12,256,False,Snapdragon,Snapdragon 7s Gen 2 ,6.7 , 32MP ,50MP + 13MP ,5000,23999,106810
26,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
27,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Silver,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,9999,39303
28,Vivo,Vivo T3x 5G , T3x 5G ,Crimson Bliss,4,128,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7165354 , 8MP ,50MP + 2MP ,6000,12499,47235
29,Realme,Realme P1 5G , P1 5G ,Phoenix Red,6,128,True,Mediatek,Mediatek Dimensity 7050 ,6.67 , 16MP ,50MP + 2MP ,5000,13999,79859
30,Realme,Realme C63 5G Charger in the Box , C63 5G Charger in the Box ,Forest Green,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,32MP Rear Camera ,5000,12999,2017
33,Realme,Realme P1 5G , P1 5G ,Feather Blue,6,128,True,Mediatek,Mediatek Dimensity 7050 ,6.67 , 16MP ,50MP + 2MP ,5000,13999,79859
34,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Green,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,9999,39303
35,Motorola,Motorola g64 5G , g64 5G ,Mint Green,12,256,True,Mediatek,Mediatek Dimensity 7025 ,6.5 , 16MP ,50MP (OIS) + 8MP ,6000,15999,64681
36,Infinix,Infinix SMART 8 , SMART 8 ,Timber Black,4,64,False,Mediatek,Mediatek Helio G36 ,6.6 , 8MP ,50MP + AI Lens ,5000,7299,32899
37,Redmi,Redmi 13C 5G , 13C 5G ,Starlight Black,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,9999,39303
40,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Eagle Grey,8,128,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,19999,7136
41,Samsung,Samsung Galaxy A05 , Galaxy A05 ,Silver,6,128,False,Mediatek,Mediatek Helio G85 ,6.74 , 8MP ,50MP + 2MP ,5000,9498,141
43,Motorola,Motorola G85 5G , G85 5G ,Cobalt Blue,12,256,True,Snapdragon,Snapdragon 6s Gen 3 ,6.67 , 32MP ,50MP + 8MP ,5000,19999,51121
44,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Vibrant Blue,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,9499,2958
45,Vivo,Vivo T3 Lite 5G , T3 Lite 5G ,Vibrant Green,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.56 , 8MP ,50MP + 2MP ,5000,11499,75347
46,Poco,Poco X6 Neo 5G , X6 Neo 5G ,Astral Black,8,128,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,11999,34988
48,Realme,Realme P1 5G , P1 5G ,Peacock Green,8,256,True,Mediatek,Mediatek Dimensity 7050 ,6.67 , 16MP ,50MP + 2MP ,5000,16999,41401
50,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
51,Poco,Poco C75 5G , C75 5G ,Enchanted Green,4,64,True,Snapdragon,Snapdragon 4s Gen 2 5G ,6.88 , 5MP ,50MP Rear Camera ,5160,7999,8899
53,Infinix,Infinix Note 40X 5G , Note 40X 5G ,Lime Green,8,256,True,Mediatek,Mediatek Dimensity 6300 ,6.78 , 8MP ,108MP + 2MP + AI Lens ,5000,12999,2714
54,Infinix,Infinix Note 40X 5G , Note 40X 5G ,Palm Blue,8,256,True,Mediatek,Mediatek Dimensity 6300 ,6.78 , 8MP ,108MP + 2MP + AI Lens ,5000,12999,2714
55,Vivo,Vivo V40e 5G , V40e 5G ,Royal Bronze,8,256,True,Mediatek,Mediatek Dimensity 7300 ,6.77 , 50MP ,50MP + 8MP ,5500,28999,4765
57,Oppo,Oppo K12x 5G with 45W SUPERVOOC Charger In-The-Box , K12x 5G with 45W SUPERVOOC Charger In-The-Box ,Feather Pink,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,32MP + 2MP ,5100,12999,124863
58,Motorola,Motorola G85 5G , G85 5G ,Olive Green,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.67 , 32MP ,50MP + 8MP ,5000,17999,133191
59,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Silver,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,11299,32765
60,Poco,Poco C75 5G , C75 5G ,Aqua Bliss,4,64,True,Snapdragon,Snapdragon 4s Gen 2 5G ,6.88 , 5MP ,50MP Rear Camera ,5160,7999,8899
61,Infinix,Infinix SMART 8 , SMART 8 ,Rainbow Blue,4,64,False,Mediatek,Mediatek Helio G36 ,6.6 , 8MP ,50MP + AI Lens ,5000,7299,32899
62,Realme,Realme P1 5G , P1 5G ,Feather Blue,8,128,True,Mediatek,Mediatek Dimensity 7050 ,6.67 , 16MP ,50MP + 2MP ,5000,14999,41401
63,Redmi,Redmi Note 13 5G , Note 13 5G ,Stealth Black,6,128,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,14999,27310
67,Motorola,Motorola G85 5G , G85 5G ,Viva Magenta,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.67 , 32MP ,50MP + 8MP ,5000,17999,133191
68,Vivo,Vivo T3x 5G , T3x 5G ,Crimson Bliss,6,128,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7165354 , 8MP ,50MP + 2MP ,6000,13999,126469
69,Infinix,Infinix Note 40X 5G , Note 40X 5G ,Palm Blue,12,256,True,Mediatek,Mediatek Dimensity 6300 ,6.78 , 8MP ,108MP + 2MP + AI Lens ,5000,13999,21357
71,Poco,Poco M6 5G , M6 5G ,Orion Blue,4,64,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,7749,130614
72,Motorola,Motorola Edge 50 Fusion , Edge 50 Fusion ,Hot Pink,12,256,False,Snapdragon,Snapdragon 7s Gen 2 ,6.7 , 32MP ,50MP + 13MP ,5000,23999,106810
73,Motorola,Motorola g35 5G , g35 5G ,Guava Red,4,128,True,Unisoc,Unisoc T760 ,6.72 , 16MP ,50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording,5000,9999,11923
75,Realme,Realme C63 5G Charger in the Box , C63 5G Charger in the Box ,Forest Green,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,32MP Rear Camera ,5000,11999,11990
76,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
77,Motorola,Motorola g64 5G , g64 5G ,Pearl Blue,12,256,True,Mediatek,Mediatek Dimensity 7025 ,6.5 , 16MP ,50MP (OIS) + 8MP ,6000,15999,64681
78,Motorola,Motorola Edge 50 Fusion , Edge 50 Fusion ,Forest Green,12,256,False,Snapdragon,Snapdragon 7s Gen 2 ,6.7 , 32MP ,50MP + 13MP ,5000,23999,106810
79,Poco,Poco X6 Neo 5G , X6 Neo 5G ,Horizon Blue,8,128,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,11999,34988
80,Oppo,Oppo K12x 5G with 45W SUPERVOOC Charger In-The-Box , K12x 5G with 45W SUPERVOOC Charger In-The-Box ,Midnight Violet,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,32MP + 2MP ,5100,12999,124863
81,Motorola,Motorola G85 5G , G85 5G ,Cobalt Blue,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.67 , 32MP ,50MP + 8MP ,5000,17999,133191
83,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Sage Green,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,10999,10270
84,Motorola,Motorola G85 5G , G85 5G ,Urban Grey,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.67 , 32MP ,50MP + 8MP ,5000,17999,133191
85,Motorola,Motorola Edge 50 Pro 5G with 125W Charger , Edge 50 Pro 5G with 125W Charger ,Caneel Bay,12,256,True,Snapdragon,Snapdragon 7 Gen 3 Mobile Platform ,6.7 , 50MP ,50MP + 13MP + 10MP ,4500,29999,51803
86,Motorola,Motorola g35 5G , g35 5G ,Leaf Green,4,128,True,Unisoc,Unisoc T760 ,6.72 , 16MP ,50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording,5000,9999,11923
87,Realme,Realme C63 5G Charger in the Box , C63 5G Charger in the Box ,Starry Gold,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,32MP Rear Camera ,5000,12999,2017
89,Realme,Realme P1 5G , P1 5G ,Peacock Green,6,128,True,Mediatek,Mediatek Dimensity 7050 ,6.67 , 16MP ,50MP + 2MP ,5000,13999,79859
90,Motorola,Motorola G85 5G , G85 5G ,Urban Grey,12,256,True,Snapdragon,Snapdragon 6s Gen 3 ,6.67 , 32MP ,50MP + 8MP ,5000,19999,51121
91,Realme,Realme 14 Pro 5G , 14 Pro 5G ,Suede Grey,8,128,True,Mediatek,Mediatek MT6878 ,6.77 , 16MP ,50MP + 2MP ,6000,24999,479
92,Vivo,Vivo T3 Pro 5G , T3 Pro 5G ,Emerald Green,8,256,True,Snapdragon,Snapdragon 7 Gen 3 ,6.77 , 16MP ,50MP + 8MP ,5500,24999,39039
93,Realme,Realme 14x 5G , 14x 5G ,Crystal Black,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,6000,14999,2393
94,Poco,Poco M7 Pro 5G , M7 Pro 5G ,Lunar Dust,6,128,True,Mediatek,Mediatek Dimensity 7025 Ultra ,6.67 , 20MP ,50MP + 2MP ,5110,13999,2340
95,Samsung,Samsung Galaxy F55 5G , Galaxy F55 5G ,Raisin Black,12,256,True,Snapdragon,Snapdragon 7 Gen 1 ,6.7 , 50MP ,50MP + 8MP + 2MP ,5000,26999,447
96,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
97,Vivo,Vivo T3x 5G , T3x 5G ,Sapphire Blue,6,128,True,Snapdragon,Snapdragon 6 Gen 1 ,6.72 , 8MP ,50MP + 2MP ,6000,13999,126469
98,Infinix,Infinix SMART 8 HD , SMART 8 HD ,Crystal Green,3,64,False,Unisoc,Unisoc T606 ,6.6 , 8MP ,13MP + AI Lens ,5000,6699,43127
99,Infinix,Infinix SMART 8 HD , SMART 8 HD ,Timber Black,3,64,False,Unisoc,Unisoc T606 ,6.6 , 8MP ,13MP + AI Lens ,5000,6699,43127
100,Realme,Realme GT 6 , GT 6 ,Fluid Silver,16,512,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.78 , 32MP ,50MP + 8MP + 50MP ,5500,39999,3179
101,Realme,Realme C63 , C63 ,Leather Blue,4,128,False,Unisoc,Unisoc T612 ,6.745 , 8MP ,50MP Rear Camera ,5000,8999,9019
102,Realme,Realme 12x 5G , 12x 5G ,Woodland Green,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,12499,99431
103,Motorola,Motorola g64 5G , g64 5G ,Berry Red,12,256,True,Mediatek,Mediatek Dimensity 7025 ,6.5 , 16MP ,50MP (OIS) + 8MP ,6000,15999,64681
104,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Eagle Grey,12,512,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,24999,4885
105,Oppo,Oppo K12x 5G with 45W SUPERVOOC Charger In-The-Box , K12x 5G with 45W SUPERVOOC Charger In-The-Box ,Breeze Blue,8,256,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,32MP + 2MP ,5100,15999,16192
106,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Magic Skin Green,4,64,False,Unisoc,Unisoc T616 Ocra Core ,6.67 , 8MP ,13MP Rear Camera ,5000,7299,3146
107,Redmi,Redmi A3 , A3 ,Olive Green,6,128,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,11990,4746
108,Vivo,Vivo T3 Lite 5G , T3 Lite 5G ,Vibrant Green,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.56 , 8MP ,50MP + 2MP ,5000,10499,51171
109,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Sage Green,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,9499,2958
110,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Magic Skin Green,3,64,False,Unisoc,Unisoc T615 ,6.67 , 8MP ,13MP Rear Camera ,5000,6899,234
111,Vivo,Vivo T3 Lite 5G , T3 Lite 5G ,Majestic Black,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.56 , 8MP ,50MP + 2MP ,5000,10499,51171
112,Iqoo,Iqoo z9x , z9x ,Storm Grey,6,128,False,Snapdragon,  Snapdragon 6 Gen 1 ,6.72 , 8MP ,50MP + 2MP ,6000,13320,4924
115,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Glittery White,3,64,False,Unisoc,Unisoc T615 ,6.67 , 8MP ,13MP Rear Camera ,5000,6899,234
116,Motorola,Motorola g45 5G , g45 5G ,Pink Lavender,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.5 , 16MP ,50MP + 2MP ,5000,11999,91608
117,Realme,Realme 13+ 5G , 13+ 5G ,Victory Gold,8,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,21499,1821
118,Vivo,Vivo V40e 5G , V40e 5G ,Royal Bronze,8,128,True,Mediatek,Mediatek Dimensity 7300 ,6.77 , 50MP ,50MP + 8MP ,5500,26999,4765
119,Poco,Poco X6 Neo 5G , X6 Neo 5G ,Martian Orange,8,128,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,11999,34988
120,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
122,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Eagle Grey,12,512,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,24999,4885
123,Samsung,Samsung Galaxy S23 5G , Galaxy S23 5G ,Cream,8,256,True,Snapdragon, Snapdragon 8 Gen 2 ,6.1 , 12MP ,50MP + 10MP + 12MP ,3900,41999,70672
124,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Eagle Grey,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
125,Infinix,Infinix Note 40X 5G , Note 40X 5G ,Starlit Black,8,256,True,Mediatek,Mediatek Dimensity 6300 ,6.78 , 8MP ,108MP + 2MP + AI Lens ,5000,12999,2714
127,Vivo,Vivo V40e 5G , V40e 5G ,Mint Green,8,128,True,Mediatek,Mediatek Dimensity 7300 ,6.77 , 50MP ,50MP + 8MP ,5500,26999,4765
128,Vivo,Vivo V40e 5G , V40e 5G ,Mint Green,8,256,True,Mediatek,Mediatek Dimensity 7300 ,6.77 , 50MP ,50MP + 8MP ,5500,28999,4765
129,Samsung,Samsung Galaxy S23 5G , Galaxy S23 5G ,Cream,8,128,True,Snapdragon, Snapdragon 8 Gen 2 ,6.1 , 12MP ,50MP + 10MP + 12MP ,3900,39999,70672
130,Samsung,Samsung Galaxy S24 FE 5G , Galaxy S24 FE 5G ,Graphite,8,256,True,Exynos,Exynos 2400e ,6.7 , 10MP ,50MP + 12MP ,4700,50999,193
131,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,8,128,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,19999,7136
132,Motorola,Motorola Edge 50 Pro 5G with 68W Charger , Edge 50 Pro 5G with 68W Charger ,Luxe Lavender,8,256,True,Snapdragon,Snapdragon 7 Gen 3 Mobile Platform ,6.7 , 50MP ,50MP + 13MP + 10MP ,4500,27999,33123
133,Samsung,Samsung Galaxy S24 FE 5G , Galaxy S24 FE 5G ,Graphite,8,128,True,Exynos,Exynos 2400e ,6.7 , 10MP ,50MP + 12MP ,4700,44999,193
134,Realme,Realme C63 , C63 ,Jade Green,4,64,False,Unisoc,Unisoc T612 ,6.745 , 8MP ,50MP Rear Camera ,5000,8499,9019
135,Realme,Realme 14 Pro+ 5G , 14 Pro+ 5G ,Suede Grey,12,256,True,Snapdragon,Snapdragon 7s Gen 3 Mobile Platform ,6.83 , 32MP ,50MP + 50MP + 8MP ,6000,34999,750
136,Nothing,Nothing Phone (2a) Plus , Phone (2a) Plus ,2a) Plus (Grey,12,256,False,Mediatek,Mediatek Dimensity 7350 Pro 5G ,6.7 , 50MP ,50MP + 50MP ,5000,29999,4766
139,Vivo,Vivo T3 Ultra , T3 Ultra ,Lunar Gray,12,256,False,Mediatek,Mediatek Dimensity 9200+ ,6.78 , 50MP ,50MP + 8MP ,5500,33999,5093
140,Vivo,Vivo T3 Ultra , T3 Ultra ,Lunar Gray,8,128,False,Mediatek,Mediatek Dimensity 9200+ ,6.78 , 50MP ,50MP + 8MP ,5500,29999,10640
141,Vivo,Vivo T3 Ultra , T3 Ultra ,Lunar Gray,8,256,False,Mediatek,Mediatek Dimensity 9200+ ,6.78 , 50MP ,50MP + 8MP ,5500,31999,10640
142,Motorola,Motorola Edge 50 , Edge 50 ,Jungle Green,8,256,False,Snapdragon,Snapdragon 7 Gen 1 Accelerated Edition ,6.67 , 32MP ,50MP + 13MP + 10MP ,5000,24999,19642
143,Samsung,Samsung Galaxy S24 FE 5G , Galaxy S24 FE 5G ,Mint,8,256,True,Exynos,Exynos 2400e ,6.7 , 10MP ,50MP + 12MP ,4700,50999,193
144,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (Black,8,256,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,24999,81607
145,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (Black,8,128,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,22999,81607
146,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
147,Realme,Realme 14 Pro+ 5G , 14 Pro+ 5G ,Suede Grey,12,256,True,Snapdragon,Snapdragon 7s Gen 3 Mobile Platform ,6.83 , 32MP ,50MP + 50MP + 8MP ,6000,34999,750
148,Vivo,Vivo T3 Ultra , T3 Ultra ,Frost Green,8,256,False,Mediatek,Mediatek Dimensity 9200+ ,6.78 , 50MP ,50MP + 8MP ,5500,31999,10640
151,Samsung,Samsung Galaxy A05 , Galaxy A05 ,Light Green,6,128,False,Mediatek,Mediatek Helio G85 ,6.74 , 8MP ,50MP + 2MP ,5000,8450,141
153,Google,Google Pixel 8a , Pixel 8a ,Porcelain,8,128,False,Unisoc,Unisoc Tensor G3 ,6.1 , 13MP ,64MP + 13MP ,4404,37999,2328
154,Motorola,Motorola Edge 50 Pro 5G with 68W Charger , Edge 50 Pro 5G with 68W Charger ,Luxe Lavender,8,256,True,Snapdragon,Snapdragon 7 Gen 3 Mobile Platform ,6.7 , 50MP ,50MP + 13MP + 10MP ,4500,27999,33123
155,Realme,Realme C63 , C63 ,Jade Green,4,64,False,Unisoc,Unisoc T612 ,6.745 , 8MP ,50MP Rear Camera ,5000,8499,9019
156,Infinix,Infinix Note 40X 5G , Note 40X 5G ,Palm Blue,8,256,True,Mediatek,Mediatek Dimensity 6300 ,6.78 , 8MP ,108MP + 2MP + AI Lens ,5000,12999,2714
157,Redmi,Redmi A3 , A3 ,Midnight Black,6,128,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,8399,4746
160,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (Blue,12,256,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,26999,12888
163,Realme,Realme 14 Pro+ 5G , 14 Pro+ 5G ,Pearl White,12,256,True,Snapdragon,Snapdragon 7s Gen 3 Mobile Platform ,6.83 , 32MP ,50MP + 50MP + 8MP ,6000,34999,750
164,Samsung,Samsung Galaxy S23 Ultra 5G , Galaxy S23 Ultra 5G ,Phantom Black,12,256,True,Snapdragon, Snapdragon 8 Gen 2 ,6.8 , 12MP ,200MP + 10MP + 12MP + 10MP ,5000,74990,3912
166,Iqoo,Iqoo z9x , z9x ,Tornado Green,6,128,False,Snapdragon,  Snapdragon 6 Gen 1 ,6.72 , 8MP ,50MP + 2MP ,6000,13390,4924
167,Realme,Realme 12x 5G , 12x 5G ,Coral Red,8,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,13499,47137
168,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Sleek Black,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,9499,2958
169,Samsung,Samsung Galaxy F15 5G , Galaxy F15 5G ,Ash Black,4,128,True,Unisoc,Unisoc Mediatek MediaTek Dimensity 6100+ ,6.5 , 13MP ,50MP + 5MP + 2MP ,6000,12499,12526
170,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
171,Realme,Realme 14 Pro+ 5G , 14 Pro+ 5G ,Suede Grey,8,128,True,Snapdragon,Snapdragon 7s Gen 3 Mobile Platform ,6.83 , 32MP ,50MP + 50MP + 8MP ,6000,29999,903
172,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Vibrant Blue,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,10999,10270
173,Infinix,Infinix Note 40X 5G , Note 40X 5G ,Lime Green,8,256,True,Mediatek,Mediatek Dimensity 6300 ,6.78 , 8MP ,108MP + 2MP + AI Lens ,5000,12999,2714
175,Vivo,Vivo T3 Ultra , T3 Ultra ,Frost Green,12,256,False,Mediatek,Mediatek Dimensity 9200+ ,6.78 , 50MP ,50MP + 8MP ,5500,33999,5093
177,Nothing,Nothing Phone (2a) Plus , Phone (2a) Plus ,2a) Plus (Grey,8,256,False,Mediatek,Mediatek Dimensity 7350 Pro 5G ,6.7 , 50MP ,50MP + 50MP ,5000,24999,9722
178,Realme,Realme 12x 5G , 12x 5G ,Coral Red,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,12499,99431
