,brand,device_name,model,color,ram,rom,is_5g,processor_brand,processor,display_size,frontcamera,backcamera,battery,price,ratings
877,Poco,Poco X3 Pro , X3 Pro ,Steel Blue,6,128,False,Snapdragon, Snapdragon 860 ,6.67 , 20MP ,48MP + 8MP + 2MP + 2MP ,5160,59990,138222
879,Poco,Poco X3 Pro , X3 Pro ,Steel Blue,8,128,False,Snapdragon, Snapdragon 860 ,6.67 , 20MP ,48MP + 8MP + 2MP + 2MP ,5160,8999,57293
880,Realme,Realme C51 , C51 ,Mint Green,4,64,False,Unisoc,Unisoc T612 ,6.74 , 5MP ,50MP + 0.08MP ,5000,20999,91956
881,Realme,Realme 12 Pro 5G , 12 Pro 5G ,Submarine Blue,8,256,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7 , 16MP ,50MP + 8MP + 32MP ,5000,23870,32418
883,Samsung,Samsung Galaxy S24 5G , Galaxy S24 5G ,Cobalt Violet,8,256,True,Exynos,Exynos 2400 ,6.2 , 12MP ,50MP + 10MP + 12MP ,4000,41999,1607
886,Realme,Realme 12 Pro 5G , 12 Pro 5G ,Navigator Beige,8,128,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7 , 16MP ,50MP + 8MP + 32MP ,5000,29999,32418
888,Tecno,Tecno Camon 30 5G , Camon 30 5G ,Uyuni Salt White,8,256,True,Mediatek,Mediatek Dimensity 7020 ,6.78 , 50MP ,50MP + 2MP ,5000,19999,91
889,Realme,Realme P1 Speed 5G , P1 Speed 5G ,Textured Titanium,12,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,20999,382
890,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
892,Poco,Poco X7 Pro 5G , X7 Pro 5G ,Nebula Green,12,256,True,Mediatek,Mediatek Dimensity D8400 Ultra ,6.67 , 20MP ,50MP + 8MP ,6550,29999,796
893,Vivo,Vivo Y200 5G , Y200 5G ,Jungle Green,8,256,True,Snapdragon,Snapdragon 4 Gen 1 ,6.67 , 16MP ,64MP + 2MP ,4800,21999,3199
894,Xiaomi,Xiaomi 14 CIVI , 14 CIVI ,Shadow Black,8,256,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.55 , 32MP + 32MP Dual ,50MP Rear Camera ,4700,39999,1186
896,Vivo,Vivo V23 Pro 5G , V23 Pro 5G ,Sunshine Gold,8,128,True,Mediatek,Mediatek Dimensity 1200 ,6.56 , 50MP + 8MP Dual ,108MP + 8MP + 2MP ,4300,27990,4211
897,Redmi,Redmi 7A , 7A ,Matte Blue,2,16,False,Snapdragon, Snapdragon 439 ,5.45 , 5MP ,12MP Rear Camera ,4000,6499,360394
898,Redmi,Redmi 13 5G , 13 5G ,Hawaiian Blue,6,128,True,Snapdragon,Snapdragon 4 Gen 2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,12499,21179
899,Redmi,Redmi A1+ , A1+ ,Black,3,32,False,Mediatek,Mediatek Helio A22 ,6.52 , 5MP ,8MP Rear Camera ,5000,7799,14036
900,Vivo,Vivo V29 5G , V29 5G ,Red,8,128,True,Snapdragon,Snapdragon 778G ,6.78 , 50MP ,50MP + 8MP + 2MP ,4600,31949,9563
901,Realme,Realme 12 Pro 5G , 12 Pro 5G ,Navigator Beige,8,128,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7 , 16MP ,50MP + 8MP + 32MP ,5000,19999,32418
902,Poco,Poco X6 5G , X6 5G ,Snowstorm White,12,512,True,Snapdragon,Snapdragon 7s Gen 2 Mobile Platform 5G ,6.67 , 16MP ,64MP + 8MP + 2MP ,5100,24999,11350
905,Infinix,Infinix Zero Flip 5G , Zero Flip 5G ,Rock Black,8,512,True,Mediatek,Mediatek Dimensity 8020 ,6.9 , 50MP ,50MP + 50MP ,4720,49999,145
906,Xiaomi,Xiaomi 14 CIVI , 14 CIVI ,Shadow Black,12,512,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.55 , 32MP + 32MP Dual ,50MP Rear Camera ,4700,43999,524
908,Xiaomi,Xiaomi 14 CIVI , 14 CIVI ,Panda White,12,512,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.55 , 32MP + 32MP Dual ,50MP Rear Camera ,4700,44999,524
909,Realme,Realme P1 Speed 5G , P1 Speed 5G ,Brushed Blue,12,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,20999,382
910,Vivo,Vivo T2 5G , T2 5G ,Nitro Blaze,6,128,True,Snapdragon,Snapdragon 695 ,6.38 , 16MP ,64 MP (OIS) + 2MP ,4500,15999,113236
911,Realme,Realme C67 5G , C67 5G ,Sunny Oasis,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,14999,1363
912,Redmi,Redmi Note 5 Pro , Note 5 Pro ,Black,4,64,False,Snapdragon, Snapdragon 636 ,5.99 , 20MP ,12MP + 5MP ,4000,9999,1168969
913,Poco,Poco M6 5G , M6 5G ,Galactic Black,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,10499,130614
916,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
917,Samsung,Samsung Galaxy S24 5G , Galaxy S24 5G ,Marble Gray,8,256,True,Exynos,Exynos 2400 ,6.2 , 12MP ,50MP + 10MP + 12MP ,4000,57999,1607
918,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion White,12,512,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,28999,10013
919,Samsung,Samsung Galaxy S21 FE 5G with Snapdragon 888 , Galaxy S21 FE 5G with Snapdragon 888 ,Olive,8,128,True,Snapdragon,Snapdragon 888 ,6.4 , 32MP ,12MP + 12MP + 8MP (OIS) ,4500,45999,150735
920,Samsung,Samsung Galaxy F14 5G , Galaxy F14 5G ,B.A.E. Purple,6,128,True,Exynos,"Exynos 1330, Octa Core ",6.6 , 13MP ,50MP + 2MP ,6000,13490,126270
921,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion Purple,12,256,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,23849,10013
922,Samsung,Samsung Galaxy S24 5G , Galaxy S24 5G ,Cobalt Violet,8,256,True,Exynos,Exynos 2400 ,6.2 , 12MP ,50MP + 10MP + 12MP ,4000,70999,1607
923,Samsung,Samsung Galaxy F34 5G , Galaxy F34 5G ,Mystic Green,6,128,True,Exynos,Exynos 1280 ,6.5 , 13MP ,50MP (OIS) + 8MP + 2MP ,6000,19999,46596
925,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion White,8,256,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,24999,16089
926,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion White,12,256,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,26999,10013
928,Vivo,Vivo Y200 5G , Y200 5G ,Desert Gold,8,256,True,Snapdragon,Snapdragon 4 Gen 1 ,6.67 , 16MP ,64MP + 2MP ,4800,21999,3199
929,Poco,Poco M6 Plus 5G , M6 Plus 5G ,Ice Silver,6,128,True,Snapdragon,Snapdragon 4 Gen2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,11499,23989
930,Xiaomi,Xiaomi 14 CIVI , 14 CIVI ,Hot Pink,12,512,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.55 , 32MP + 32MP Dual ,50MP Rear Camera ,4700,44999,524
931,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion White,12,256,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,24508,10013
932,Redmi,Redmi 13 5G , 13 5G ,Orchid Pink,8,128,True,Snapdragon,Snapdragon 4 Gen 2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,13999,4735
933,Redmi,Redmi 13 5G , 13 5G ,Hawaiian Blue,8,128,True,Snapdragon,Snapdragon 4 Gen 2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,13999,4735
934,Oppo,Oppo Reno10 Pro 5G , Reno10 Pro 5G ,Silvery Grey,12,256,True,Snapdragon,Snapdragon 778G 5G ,6.7 , 32MP ,50MP + 32MP + 8MP ,4600,37999,11208
935,Vivo,Vivo Y300 Plus 5G , Y300 Plus 5G ,Silk Black,8,128,True,Snapdragon,Snapdragon 695 ,6.78 , 32MP ,50MP + 2MP ,5000,23999,194
936,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
937,Vivo,Vivo Y200 5G , Y200 5G ,Desert Gold,8,256,True,Snapdragon,Snapdragon 4 Gen 1 ,6.67 , 16MP ,64MP + 2MP ,4800,20988,3199
938,Vivo,Vivo T2 5G , T2 5G ,Nitro Blaze,8,128,True,Snapdragon,Snapdragon 695 ,6.38 , 16MP ,64 MP (OIS) + 2MP ,4500,17999,19999
939,Redmi,Redmi 12 5G , 12 5G ,Jade Black,6,128,True,Snapdragon,Snapdragon 4 Gen 2 ,6.79 , 8MP ,50MP + 2MP ,5000,13799,62221
941,Redmi,Redmi 10 , 10 ,Midnight Black,4,64,False,Snapdragon, Snapdragon 680 ,6.7 , 5MP ,50MP + 2MP ,6000,10999,260026
942,Tecno,Tecno Spark 30C , Spark 30C ,Midnight Shadow,4,128,False,Mediatek,Mediatek D6300 ,6.67 , 8MP ,48MP Rear Camera ,5000,10498,218
943,Poco,Poco M6 Plus 5G , M6 Plus 5G ,Misty Lavender,8,128,True,Snapdragon,Snapdragon 4 Gen2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,12499,4975
944,Realme,Realme NARZO 70X 5G , NARZO 70X 5G ,ICE BLUE,4,128,True,Mediatek,Mediatek Dimensity 6100+ 5G Chipset ,6.72 , 8MP ,50MP Rear Camera ,5000,12025,1115
945,Redmi,Redmi Note 12 Pro 5G , Note 12 Pro 5G ,Glacier Blue,12,256,True,Mediatek,Mediatek Dimensity 1080 ,6.67 , 16MP ,50MP (OIS) + 8MP + 2MP ,5000,19990,2574
946,Realme,Realme P1 Speed 5G , P1 Speed 5G ,Textured Titanium,8,128,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,17999,1675
949,Redmi,Redmi Note 13 Pro 5G , Note 13 Pro 5G ,Coral Purple,8,256,True,Snapdragon,Snapdragon 7s Gen 2 Mobile Platform 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5100,20899,33371
950,Redmi,Redmi 12C , 12C ,Mint Green,6,128,False,Mediatek,Mediatek Helio G85 ,6.71 , 5MP ,50MP Rear Camera ,5000,9999,5107
951,Redmi,Redmi 12C , 12C ,Matte Black,6,128,False,Mediatek,Mediatek Helio G85 ,6.71 , 5MP ,50MP Rear Camera ,5000,15999,5107
952,Poco,Poco M6 Plus 5G , M6 Plus 5G ,Misty Lavender,6,128,True,Snapdragon,Snapdragon 4 Gen2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,11499,23989
953,Poco,Poco X6 Pro 5G , X6 Pro 5G ,Spectre Black,12,512,True,Mediatek,Mediatek Dimensity D8300 Ultra ,6.67 , 16MP ,64MP + 8MP + 2MP ,5000,28999,15575
954,Samsung,Samsung Galaxy S24 5G , Galaxy S24 5G ,Amber Yellow,8,128,True,Exynos,Exynos 2400 ,6.2 , 12MP ,50MP + 10MP + 12MP ,4000,54000,1607
955,Micromax,Micromax IN 2B , IN 2B ,Blue,4,64,False,Unisoc,Unisoc T610 ,6.52 , 5MP ,13MP + 2MP ,5000,10499,25577
957,Poco,Poco M4 Pro , M4 Pro ,Cool Blue,6,128,False,Mediatek,Mediatek Helio G96 ,6.43 , 16MP ,64MP + 8MP + 2MP ,5000,11099,189594
958,Samsung,Samsung Galaxy F12 , Galaxy F12 ,Sky Blue,4,128,False,Exynos,Exynos 850 ,6.515 , 8MP ,48MP + 5MP + 2MP + 2MP ,6000,11499,302584
959,Vivo,Vivo V25 Pro 5G , V25 Pro 5G ,Sailing Blue,8,128,True,Mediatek,Mediatek Dimensity 1300 ,6.56 , 32MP ,64MP + 8MP + 2MP ,4830,35999,7619
960,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
962,Realme,Realme C67 5G , C67 5G ,Dark Purple,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,13999,7749
963,Poco,Poco X6 Pro 5G , X6 Pro 5G ,Spectre Black,8,256,True,Mediatek,Mediatek Dimensity D8300 Ultra ,6.67 , 16MP ,64MP + 8MP + 2MP ,5000,26999,20185
964,Poco,Poco X6 Pro 5G , X6 Pro 5G ,Spectre Black,12,512,True,Mediatek,Mediatek Dimensity D8300 Ultra ,6.67 , 16MP ,64MP + 8MP + 2MP ,5000,28999,15575
965,Vivo,Vivo Y22 , Y22 ,Starlit Blue,4,64,False,Mediatek,Mediatek Helio G70 ,6.55 , 8MP ,50MP + 2MP ,5000,14499,2130
967,Samsung,Samsung Galaxy F12 , Galaxy F12 ,Sea Green,4,64,False,Exynos,Exynos 850 ,6.515 , 8MP ,48MP + 5MP + 2MP + 2MP ,6000,10499,302584
968,Samsung,Samsung Galaxy F12 , Galaxy F12 ,Celestial Black,4,64,False,Exynos,Exynos 850 ,6.515 , 8MP ,48MP + 5MP + 2MP + 2MP ,6000,10499,302584
969,Google,Google Pixel 8 Pro , Pixel 8 Pro ,Bay,12,128,False,Unisoc,Unisoc Tensor G3 ,6.7 , 10.5MP ,50MP + 48MP + 48MP ,5050,74999,1013
970,Samsung,Samsung Galaxy F23 5G , Galaxy F23 5G ,Aqua Blue,4,128,True,Snapdragon, Snapdragon 750G ,6.6 , 8MP ,50MP + 8MP + 2MP ,5000,17499,49158
972,Vivo,Vivo Y18 , Y18 ,Space Black,4,64,False,Mediatek,Mediatek Helios G85 ,6.56 , 8MP ,50MP + 0.08MP ,5000,19999,1359
973,Samsung,Samsung Galaxy F34 5G , Galaxy F34 5G ,Mystic Green,6,128,True,Exynos,Exynos 1280 ,6.5 , 13MP ,50MP (OIS) + 8MP + 2MP ,6000,9999,46596
974,Realme,Realme 10 , 10 ,Rush Black,4,64,False,Mediatek,Mediatek Helio G99 Octa Core ,6.4 , 16MP ,50MP + 2MP ,5000,11499,27374
975,Poco,Poco M6 Plus 5G , M6 Plus 5G ,Graphite Black,6,128,True,Snapdragon,Snapdragon 4 Gen2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,54999,23989
978,Vivo,Vivo V25 Pro 5G , V25 Pro 5G ,Sailing Blue,8,128,True,Mediatek,Mediatek Dimensity 1300 ,6.56 , 32MP ,64MP + 8MP + 2MP ,4830,14180,7619
980,Mi,Mi 11 Lite , 11 Lite ,Vinyl Black,6,128,False,Snapdragon, Snapdragon 732G ,6.55 , 16MP ,64MP + 8MP + 5MP ,4250,23999,13262
981,Mi,Mi 11 Lite , 11 Lite ,Vinyl Black,8,128,False,Snapdragon, Snapdragon 732G ,6.55 , 16MP ,64MP + 8MP + 5MP ,4250,14499,6425
982,Poco,Poco M5 , M5 ,Yellow,6,128,False,Mediatek,Mediatek Helio G99 ,6.58 , 8MP ,50MP + 2MP Depth Sensor + 2MP Macro Sensor ,5000,12999,21195
